"행정구역","2023년06월_계_총인구수","2023년06월_계_연령구간인구수","2023년06월_계_0~9세","2023년06월_계_10~19세","2023년06월_계_20~29세","2023년06월_계_30~39세","2023년06월_계_40~49세","2023년06월_계_50~59세","2023년06월_계_60~69세","2023년06월_계_70~79세","2023년06월_계_80~89세","2023년06월_계_90~99세","2023년06월_계_100세 이상"
"서울특별시 은평구 불광제2동(1138053000)","26,995","26,995","843","1,505","3,922","3,837","3,444","4,649","4,545","2,735","1,374","137","4"
"서울특별시 은평구 갈현제1동(1138055100)","14,835","14,835","534","975","2,162","2,105","2,026","2,539","2,435","1,363","620","74","2"
"서울특별시 은평구 갈현제2동(1138055200)","27,709","27,709","1,196","2,230","3,937","3,666","4,193","4,852","4,059","2,362","1,111","103","0"
"서울특별시 은평구 구산동(1138056000)","31,640","31,640","1,406","2,571","4,336","3,786","4,649","5,599","5,028","2,785","1,334","142","4"
"서울특별시 은평구 대조동(1138057000)","27,288","27,288","913","1,481","5,091","4,681","3,617","4,173","3,668","2,350","1,209","101","4"
"서울특별시 은평구 응암제1동(1138058000)","32,917","32,917","2,355","2,672","4,283","5,308","5,523","4,999","4,095","2,379","1,179","121","3"
"서울특별시 은평구 응암제2동(1138059000)","27,687","27,687","2,854","2,572","2,518","4,258","5,654","3,940","3,152","1,779","853","103","4"
"서울특별시 은평구 응암제3동(1138060000)","23,638","23,638","781","1,298","3,343","3,296","3,114","3,890","3,854","2,485","1,413","160","4"
"서울특별시 은평구 역촌동(1138062500)","44,282","44,282","1,946","3,143","6,042","6,053","6,818","7,586","6,700","3,966","1,837","186","5"
"서울특별시 은평구 신사제1동(1138063100)","26,672","26,672","1,283","1,827","3,652","3,878","3,924","4,383","4,217","2,320","1,073","113","2"
"서울특별시 은평구 신사제2동(1138063200)","19,186","19,186","867","1,422","2,526","2,605","2,782","3,231","3,191","1,667","794","96","5"
"서울특별시 은평구 증산동(1138064000)","18,475","18,475","1,093","1,401","2,426","2,643","2,625","3,064","2,871","1,539","732","77","4"
"서울특별시 은평구 수색동(1138065000)","13,239","13,239","949","893","1,636","2,106","1,809","2,325","1,961","986","503","69","2"
"서울특별시 은평구 진관동(1138069000)","54,678","54,678","3,492","7,163","6,728","6,140","9,423","9,015","6,911","3,721","1,834","242","9"
"서울특별시 서대문구 (1141000000)","308,122","308,122","18,225","22,567","48,990","44,897","44,919","48,946","41,208","23,543","13,131","1,638","58"
"서울특별시 서대문구 천연동(1141052000)","16,690","16,690","1,069","1,283","1,966","2,268","2,443","2,948","2,405","1,331","865","109","3"
"서울특별시 서대문구 북아현동(1141055500)","15,584","15,584","1,323","1,019","1,967","2,766","2,519","2,547","1,888","967","521","66","1"
"서울특별시 서대문구 충현동(1141056500)","19,778","19,778","1,082","1,246","3,084","3,371","2,822","3,132","2,746","1,400","762","126","7"
"서울특별시 서대문구 신촌동(1141058500)","20,347","20,347","513","939","8,528","3,653","1,860","1,916","1,396","894","570","75","3"
"서울특별시 서대문구 연희동(1141061500)","34,193","34,193","1,337","2,121","7,614","5,396","4,466","4,956","4,098","2,510","1,469","217","9"
"서울특별시 서대문구 홍제제1동(1141062000)","24,873","24,873","1,525","1,825","3,104","3,583","3,690","4,211","3,657","2,019","1,135","121","3"
"서울특별시 서대문구 홍제제3동(1141064000)","17,770","17,770","1,024","1,131","2,246","2,483","2,362","3,079","2,689","1,653","1,005","96","2"
"서울특별시 서대문구 홍제제2동(1141065500)","13,239","13,239","659","894","1,602","1,853","1,739","2,388","2,191","1,182","646","82","3"
"서울특별시 서대문구 홍은제1동(1141066000)","22,406","22,406","1,327","1,560","2,703","2,966","3,220","3,952","3,509","1,916","1,107","142","4"
"서울특별시 서대문구 홍은제2동(1141068500)","28,758","28,758","1,551","2,258","4,223","3,994","4,128","4,772","4,151","2,254","1,253","167","7"
"서울특별시 서대문구 남가좌제1동(1141069000)","16,723","16,723","2,004","1,821","1,595","2,233","3,427","2,367","1,748","941","518","68","1"
"서울특별시 서대문구 남가좌제2동(1141070000)","29,268","29,268","2,409","2,388","4,115","4,126","4,774","4,457","3,504","2,220","1,138","129","8"
"서울특별시 서대문구 북가좌제1동(1141071000)","17,664","17,664","1,182","1,905","1,910","2,112","3,039","3,014","2,346","1,378","700","75","3"
"서울특별시 서대문구 북가좌제2동(1141072000)","30,829","30,829","1,220","2,177","4,333","4,093","4,430","5,207","4,880","2,878","1,442","165","4"
"서울특별시 마포구 (1144000000)","365,111","365,111","21,267","27,099","59,651","63,476","57,678","55,578","42,233","23,530","12,817","1,726","56"
"서울특별시 마포구 아현동(1144055500)","28,180","28,180","2,894","2,051","3,124","5,501","4,980","4,196","3,158","1,372","795","104","5"
"서울특별시 마포구 공덕동(1144056500)","36,757","36,757","1,944","2,135","5,921","6,536","5,057","6,185","4,864","2,503","1,436","171","5"
"서울특별시 마포구 도화동(1144058500)","20,684","20,684","1,328","1,468","2,624","3,526","2,886","3,305","2,954","1,508","933","148","4"
"서울특별시 마포구 용강동(1144059000)","21,282","21,282","1,900","2,155","2,037","3,404","4,287","3,137","2,295","1,231","712","122","2"
"서울특별시 마포구 대흥동(1144060000)","14,434","14,434","571","851","3,672","2,499","1,929","2,061","1,490","802","491","64","4"
"서울특별시 마포구 염리동(1144061000)","16,830","16,830","1,298","1,658","2,468","2,742","3,058","2,525","1,647","870","504","60","0"
"서울특별시 마포구 신수동(1144063000)","22,189","22,189","1,535","1,827","3,282","3,349","3,578","3,721","2,603","1,415","783","92","4"
"서울특별시 마포구 서강동(1144065500)","24,637","24,637","1,639","1,715","4,741","4,061","3,832","3,675","2,698","1,398","771","106","1"
"서울특별시 마포구 서교동(1144066000)","24,257","24,257","668","1,060","6,061","5,374","3,452","3,063","2,209","1,452","783","133","2"
"서울특별시 마포구 합정동(1144068000)","16,536","16,536","687","748","3,047","3,586","2,476","2,227","1,930","1,148","592","92","3"
"서울특별시 마포구 망원제1동(1144069000)","19,303","19,303","837","1,097","3,119","3,615","3,019","2,862","2,427","1,504","739","84","0"
"서울특별시 마포구 망원제2동(1144070000)","18,104","18,104","881","1,426","2,631","2,842","2,937","2,880","2,289","1,444","694","76","4"
"서울특별시 마포구 연남동(1144071000)","14,378","14,378","481","707","2,971","2,950","2,152","1,900","1,629","936","573","76","3"
"서울특별시 마포구 성산제1동(1144072000)","18,632","18,632","754","1,308","3,039","3,267","3,040","2,884","2,293","1,319","667","57","4"
"서울특별시 마포구 성산제2동(1144073000)","38,947","38,947","1,915","3,069","6,672","6,674","5,716","5,981","4,454","2,831","1,419","206","10"
"서울특별시 마포구 상암동(1144074000)","29,961","29,961","1,935","3,824","4,242","3,550","5,279","4,976","3,293","1,797","925","135","5"
"서울특별시 양천구 (1147000000)","438,353","438,353","26,174","47,899","53,573","53,786","73,238","74,907","62,498","31,680","12,666","1,870","62"
"서울특별시 양천구 목1동(1147051000)","30,260","30,260","2,428","5,057","3,045","2,807","6,438","5,066","3,238","1,513","583","83","2"
"서울특별시 양천구 목2동(1147052000)","29,040","29,040","1,361","2,265","4,344","5,172","4,329","4,702","4,127","1,865","767","105","3"
"서울특별시 양천구 목3동(1147053000)","21,385","21,385","1,101","1,343","3,104","3,870","3,051","3,390","3,246","1,532","639","105","4"
"서울특별시 양천구 목4동(1147054000)","24,638","24,638","1,044","3,054","3,781","2,712","4,014","4,856","2,915","1,530","642","88","2"
"서울특별시 양천구 목5동(1147055000)","40,447","40,447","2,894","7,142","4,016","3,476","8,401","6,808","4,683","2,100","738","186","3"
"서울특별시 양천구 신월1동(1147056000)","19,790","19,790","744","1,178","2,377","2,553","2,790","3,497","3,837","2,028","685","95","6"
"서울특별시 양천구 신월2동(1147057000)","20,847","20,847","1,300","1,756","2,476","2,765","3,278","3,256","3,405","1,882","640","87","2"
"서울특별시 양천구 신월3동(1147058000)","14,551","14,551","703","947","1,771","1,944","1,953","2,579","2,643","1,381","584","45","1"
"서울특별시 양천구 신월4동(1147059000)","17,499","17,499","1,131","1,562","1,952","2,087","2,860","2,790","2,873","1,543","609","85","7"
"서울특별시 양천구 신월5동(1147060000)","14,160","14,160","745","1,138","1,876","1,966","2,113","2,361","2,282","1,153","469","56","1"
"서울특별시 양천구 신월6동(1147061000)","13,897","13,897","1,403","1,272","1,456","2,258","2,319","2,065","1,883","883","320","34","4"
"서울특별시 양천구 신월7동(1147061100)","18,758","18,758","800","1,097","2,185","2,493","2,503","3,261","3,488","1,913","902","116","0"
"서울특별시 양천구 신정1동(1147062000)","19,780","19,780","1,533","2,872","2,118","1,816","3,791","3,449","2,386","1,186","525","101","3"
"서울특별시 양천구 신정2동(1147063000)","18,831","18,831","1,034","2,909","2,182","1,583","3,492","3,403","2,453","1,188","496","88","3"
"서울특별시 양천구 신정3동(1147064000)","50,013","50,013","3,323","5,443","6,064","6,022","8,070","8,922","6,897","3,596","1,450","215","11"
"서울특별시 양천구 신정4동(1147065000)","32,200","32,200","1,227","2,096","5,068","4,901","4,714","5,267","4,864","2,862","1,080","118","3"
"서울특별시 양천구 신정6동(1147067000)","23,938","23,938","1,767","3,533","2,704","2,473","4,454","4,251","2,924","1,279","454","96","3"
"서울특별시 양천구 신정7동(1147068000)","28,319","28,319","1,636","3,235","3,054","2,888","4,668","4,984","4,354","2,246","1,083","167","4"
"서울특별시 강서구 (1150000000)","566,839","566,839","32,448","42,396","81,131","97,274","87,195","83,155","80,479","42,538","17,505","2,636","82"
"서울특별시 강서구 염창동(1150051000)","41,384","41,384","3,536","4,394","5,389","7,258","7,377","6,068","4,504","1,988","771","97","2"
"서울특별시 강서구 등촌제1동(1150052000)","24,829","24,829","1,279","1,151","4,818","6,577","3,393","3,044","2,463","1,199","732","164","9"
"서울특별시 강서구 등촌제2동(1150053000)","19,510","19,510","1,025","1,383","2,794","3,320","2,809","3,080","2,966","1,506","536","90","1"
"서울특별시 강서구 등촌제3동(1150053500)","29,569","29,569","1,463","1,676","3,396","4,562","3,624","4,562","5,595","2,845","1,532","307","7"
"서울특별시 강서구 화곡제1동(1150054000)","51,612","51,612","2,158","2,230","9,303","10,635","7,333","7,128","7,169","4,026","1,436","189","5"
"서울특별시 강서구 화곡제2동(1150055000)","17,341","17,341","885","1,285","2,451","2,678","2,830","2,758","2,534","1,391","473","55","1"
"서울특별시 강서구 화곡제3동(1150056000)","21,305","21,305","1,021","1,599","3,047","3,217","3,070","3,168","3,435","1,958","691","96","3"
"서울특별시 강서구 화곡제4동(1150057000)","19,945","19,945","876","1,245","2,578","3,009","3,110","3,254","3,258","1,820","698","97","0"
"서울특별시 강서구 화곡본동(1150059000)","33,401","33,401","1,595","2,225","5,707","6,182","5,201","4,754","4,479","2,300","836","113","9"
"서울특별시 강서구 화곡제6동(1150059100)","24,872","24,872","1,018","1,471","4,372","4,479","3,466","3,728","3,747","1,802","682","104","3"
"서울특별시 강서구 화곡제8동(1150059300)","23,779","23,779","989","1,434","3,691","3,854","3,634","3,580","3,584","2,149","785","76","3"
"서울특별시 강서구 가양제1동(1150060300)","34,079","34,079","1,416","1,745","7,841","8,937","4,512","4,120","3,575","1,279","569","79","6"
"서울특별시 강서구 가양제2동(1150060400)","13,618","13,618","446","398","1,347","2,252","1,377","1,707","3,247","1,821","882","138","3"
"서울특별시 강서구 가양제3동(1150060500)","14,413","14,413","650","423","1,334","2,978","1,772","1,958","2,708","1,715","771","100","4"
"서울특별시 강서구 발산제1동(1150061100)","35,856","35,856","2,453","4,907","4,329","3,797","6,553","5,999","4,343","2,355","964","151","5"
"서울특별시 강서구 우장산동(1150061500)","43,746","43,746","3,194","5,545","5,171","5,247","8,273","7,023","5,270","2,926","963","129","5"
"서울특별시 강서구 공항동(1150062000)","30,010","30,010","3,032","2,244","3,786","5,093","5,228","4,055","3,773","1,857","817","124","1"
"서울특별시 강서구 방화제1동(1150063000)","42,536","42,536","3,293","4,351","4,628","5,969","7,323","6,435","6,055","3,089","1,201","184","8"
"서울특별시 강서구 방화제2동(1150064000)","22,837","22,837","1,029","1,303","3,115","3,789","3,068","3,442","3,794","2,125","1,028","141","3"
"서울특별시 강서구 방화제3동(1150064100)","22,197","22,197","1,090","1,387","2,034","3,441","3,242","3,292","3,980","2,387","1,138","202","4"
"서울특별시 구로구 (1153000000)","394,833","394,833","23,405","28,487","52,029","61,515","59,378","61,668","58,707","33,769","14,178","1,646","51"
"서울특별시 구로구 신도림동(1153051000)","35,717","35,717","3,053","3,544","4,169","5,736","6,512","5,259","4,258","2,247","833","102","4"
"서울특별시 구로구 구로제1동(1153052000)","20,618","20,618","1,637","1,899","2,444","3,550","3,601","2,991","2,819","1,178","428","70","1"
"서울특별시 구로구 구로제2동(1153053000)","22,803","22,803","664","1,221","2,939","2,750","2,874","4,295","4,127","2,582","1,230","115","6"
"서울특별시 구로구 구로제3동(1153054000)","23,339","23,339","983","1,319","4,434","4,671","3,763","3,117","2,626","1,633","723","69","1"
"서울특별시 구로구 구로제4동(1153055000)","18,940","18,940","621","933","2,597","2,782","2,465","3,158","3,157","2,095","1,047","85","0"
"서울특별시 구로구 구로제5동(1153056000)","29,309","29,309","1,533","1,448","5,039","5,655","3,999","4,385","3,950","2,254","920","125","1"
"서울특별시 구로구 가리봉동(1153059500)","8,932","8,932","183","240","1,679","1,411","933","1,598","1,619","848","367","50","4"
"서울특별시 구로구 고척제1동(1153072000)","26,217","26,217","1,659","1,872","3,413","4,965","3,621","3,993","3,726","2,064","789","114","1"
"서울특별시 구로구 고척제2동(1153073000)","25,991","25,991","1,347","2,071","3,181","3,026","3,744","4,678","4,205","2,476","1,133","125","5"
"서울특별시 구로구 개봉제1동(1153074000)","33,313","33,313","2,008","2,185","4,051","5,044","4,663","5,486","5,438","3,023","1,268","139","8"
"서울특별시 구로구 개봉제2동(1153075000)","30,159","30,159","1,716","2,086","3,417","3,989","4,516","4,740","5,209","3,153","1,196","133","4"
"서울특별시 구로구 개봉제3동(1153076000)","19,842","19,842","928","1,315","2,263","2,521","2,943","3,413","3,578","1,996","798","86","1"
"서울특별시 구로구 오류제1동(1153077000)","22,661","22,661","994","1,118","4,087","4,546","2,990","3,031","3,068","1,856","870","97","4"
"서울특별시 구로구 오류제2동(1153078000)","37,708","37,708","2,330","3,975","4,214","4,700","6,074","5,942","5,376","3,424","1,466","202","5"
"서울특별시 구로구 수궁동(1153079000)","22,869","22,869","1,200","1,825","2,700","2,997","3,436","3,773","3,863","2,122","853","97","3"
"서울특별시 구로구 항동(1153080000)","16,415","16,415","2,549","1,436","1,402","3,172","3,244","1,809","1,688","818","257","37","3"
"서울특별시 금천구 (1154500000)","229,235","229,235","10,353","13,170","35,880","37,874","30,156","37,822","36,145","18,753","8,102","946","34"
"서울특별시 금천구 가산동(1154551000)","24,646","24,646","607","644","7,012","6,446","2,807","2,748","2,605","1,244","484","47","2"
"서울특별시 금천구 독산제1동(1154561000)","46,332","46,332","3,019","2,368","8,233","10,096","6,653","6,388","5,545","2,706","1,191","128","5"
"서울특별시 금천구 독산제2동(1154562000)","18,058","18,058","712","1,040","2,479","2,538","2,240","3,442","3,288","1,618","625","72","4"
"서울특별시 금천구 독산제3동(1154563000)","23,900","23,900","807","1,120","3,771","3,748","2,876","4,281","4,243","2,060","873","118","3"
"서울특별시 금천구 독산제4동(1154564000)","14,793","14,793","533","811","2,017","2,060","1,786","2,948","2,684","1,390","502","60","2"
"서울특별시 금천구 시흥제1동(1154567000)","32,317","32,317","1,458","2,036","4,448","4,820","4,463","5,563","5,241","2,847","1,262","172","7"
